// General information: 
//  MT Manager version: 2022.2.0 
//  XDA version: 2022.2.0 build 7381 rev 124627 built on 2023-07-19
// Device information: 
//  DeviceId: 00B4CBA7
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.6.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]
08833	9.814120	-0.308339	-0.543988	-0.217010	-0.097810	-0.020800	0.065149	0.017024	0.997730	0.217807	-0.975989	0.002431	0.973815	0.217154	-0.067293
08834	9.874555	-0.266636	-0.610059	-0.151014	-0.097029	-0.017983	0.066041	0.017447	0.997664	0.216362	-0.976309	0.002751	0.974077	0.215675	-0.068252
08835	9.875070	-0.141001	-0.767882	-0.099209	-0.101061	-0.019316	0.066973	0.017883	0.997594	0.215368	-0.976528	0.003047	0.974234	0.214646	-0.069253
08836	9.822770	-0.042604	-0.916088	-0.060048	-0.097802	-0.016769	0.067876	0.018294	0.997526	0.214808	-0.976651	0.003295	0.974295	0.214053	-0.070221
08837	9.769214	-0.062940	-1.093941	-0.021579	-0.096574	-0.014489	0.068780	0.018666	0.997457	0.214437	-0.976732	0.003491	0.974313	0.213651	-0.071182
08838	9.802313	-0.097959	-1.080985	0.034747	-0.097080	-0.011469	0.069687	0.019023	0.997388	0.214798	-0.976652	0.003620	0.974169	0.213984	-0.072146
08839	9.824555	-0.106491	-1.113753	0.066214	-0.086787	-0.014640	0.070478	0.019397	0.997325	0.215670	-0.976459	0.003751	0.973920	0.214829	-0.073002
08840	9.781303	-0.081787	-1.097447	0.096961	-0.077522	-0.009460	0.071198	0.019694	0.997268	0.216635	-0.976245	0.003813	0.973653	0.215772	-0.073773
08841	9.832887	-0.054833	-1.114340	0.113636	-0.072843	-0.010139	0.071867	0.019988	0.997214	0.217808	-0.975984	0.003866	0.973342	0.216923	-0.074494
08842	9.847239	-0.076260	-1.098022	0.118342	-0.062259	-0.006934	0.072444	0.020229	0.997167	0.218979	-0.975722	0.003885	0.973037	0.218077	-0.075115
08843	9.871330	-0.006998	-1.081807	0.115031	-0.048481	-0.006334	0.072898	0.020422	0.997130	0.220061	-0.975478	0.003891	0.972759	0.219145	-0.075605
08844	9.867898	0.105114	-1.033107	0.094399	-0.034574	-0.004760	0.073210	0.020582	0.997104	0.220997	-0.975267	0.003905	0.972523	0.220071	-0.075948
08845	9.813141	0.037716	-1.087409	0.070897	-0.023174	-0.010628	0.073407	0.020763	0.997086	0.221633	-0.975122	0.003989	0.972363	0.220694	-0.076182
08846	9.758644	0.045220	-0.994777	0.070833	-0.013127	-0.008138	0.073502	0.020909	0.997076	0.222342	-0.974960	0.004054	0.972194	0.221394	-0.076311
08847	9.685643	0.028630	-0.884897	0.077699	-0.006504	-0.006654	0.073528	0.021030	0.997071	0.223203	-0.974763	0.004099	0.971995	0.222248	-0.076366
08848	9.642105	0.123681	-0.614855	0.082108	-0.000762	-0.009017	0.073501	0.021157	0.997071	0.224022	-0.974575	0.004165	0.971808	0.223060	-0.076372
08849	9.586888	0.284895	-0.407122	0.042689	-0.001046	-0.007761	0.073477	0.021269	0.997070	0.224415	-0.974485	0.004249	0.971720	0.223445	-0.076375
08850	9.505957	0.257957	-0.250210	0.000042	-0.014494	-0.011404	0.073578	0.021450	0.997059	0.224438	-0.974478	0.004401	0.971707	0.223454	-0.076515
08851	9.547364	0.190862	-0.159988	-0.039643	-0.032060	-0.009814	0.073852	0.021653	0.997034	0.224094	-0.974557	0.004565	0.971765	0.223092	-0.076825
08852	9.627863	0.137338	-0.188625	-0.075867	-0.043930	-0.015861	0.074229	0.021942	0.997000	0.223383	-0.974719	0.004821	0.971900	0.222355	-0.077254
08853	9.709006	0.128162	-0.335073	-0.108827	-0.056097	-0.019780	0.074711	0.022300	0.996956	0.222440	-0.974933	0.005138	0.972080	0.221379	-0.077798
08854	9.814860	0.075723	-0.591001	-0.105475	-0.063020	-0.019899	0.075265	0.022670	0.996906	0.221444	-0.975158	0.005457	0.972264	0.220348	-0.078416
08855	9.837105	-0.005691	-0.767053	-0.081504	-0.066955	-0.018590	0.075856	0.023036	0.996853	0.220695	-0.975326	0.005745	0.972389	0.219564	-0.079068
08856	9.865267	-0.041053	-0.905774	-0.074577	-0.070367	-0.019633	0.076483	0.023419	0.996796	0.219999	-0.975481	0.006038	0.972497	0.218832	-0.079760
08857	9.840998	-0.216970	-1.164647	-0.062822	-0.066417	-0.019397	0.077068	0.023791	0.996742	0.219456	-0.975602	0.006318	0.972574	0.218254	-0.080409
08858	9.774079	-0.186605	-1.022026	0.044145	-0.063400	-0.011025	0.077646	0.024075	0.996690	0.219909	-0.975499	0.006431	0.972425	0.218682	-0.081038
08859	9.872617	-0.103201	-0.939866	0.087022	-0.056363	-0.011326	0.078163	0.024336	0.996644	0.220712	-0.975317	0.006506	0.972202	0.219462	-0.081605
08860	9.830228	0.079409	-0.906780	0.056267	-0.045388	-0.013015	0.078561	0.024600	0.996606	0.221283	-0.975187	0.006628	0.972040	0.220012	-0.082056
08861	9.745193	0.015137	-0.992432	0.062766	-0.052821	-0.009311	0.079038	0.024844	0.996562	0.221968	-0.975031	0.006703	0.971845	0.220675	-0.082579
08862	9.674710	-0.075593	-0.954545	0.095968	-0.046033	-0.000759	0.079470	0.024990	0.996524	0.222916	-0.974815	0.006669	0.971593	0.221611	-0.083039
08863	9.687537	-0.023745	-0.867166	0.100657	-0.038860	0.002155	0.079834	0.025094	0.996492	0.223957	-0.974577	0.006600	0.971324	0.222644	-0.083424
08864	9.644305	0.039130	-0.862534	0.087257	-0.041459	-0.003347	0.080215	0.025256	0.996458	0.224821	-0.974378	0.006598	0.971093	0.223496	-0.083838
08865	9.725440	0.102741	-0.863289	0.061882	-0.041586	-0.005141	0.080589	0.025438	0.996423	0.225504	-0.974220	0.006633	0.970903	0.224162	-0.084248
08866	9.732689	0.114052	-0.914009	0.059192	-0.036040	-0.005077	0.080913	0.025606	0.996392	0.226097	-0.974082	0.006672	0.970738	0.224742	-0.084606
08867	9.708139	0.158423	-0.809006	0.049790	-0.033509	-0.007879	0.081197	0.025802	0.996364	0.226728	-0.973935	0.006744	0.970568	0.225356	-0.084930
08868	9.711634	0.164567	-0.835752	0.029197	-0.033104	-0.008944	0.081484	0.026001	0.996335	0.227033	-0.973863	0.006847	0.970472	0.225644	-0.085257
08869	9.748927	0.174360	-0.856124	0.001245	-0.030917	-0.012570	0.081744	0.026226	0.996308	0.227079	-0.973851	0.007004	0.970440	0.225668	-0.085562
08870	9.750620	0.101711	-0.927395	-0.011159	-0.030073	-0.012477	0.081993	0.026453	0.996282	0.226996	-0.973869	0.007176	0.970438	0.225564	-0.085855
08871	9.760218	-0.002841	-0.928730	0.003573	-0.027848	-0.015440	0.082211	0.026701	0.996257	0.227049	-0.973855	0.007365	0.970407	0.225594	-0.086124
08872	9.829753	0.089215	-0.974552	-0.015364	-0.022998	-0.019330	0.082376	0.026979	0.996236	0.226931	-0.973881	0.007609	0.970421	0.225450	-0.086347
08873	9.893780	0.096547	-1.041093	-0.024720	-0.013648	-0.021560	0.082449	0.027250	0.996223	0.226686	-0.973936	0.007880	0.970472	0.225180	-0.086478
08874	9.811721	0.077961	-1.161851	-0.005842	-0.008454	-0.015166	0.082483	0.027454	0.996214	0.226656	-0.973941	0.008074	0.970476	0.225132	-0.086556
08875	9.827926	0.019511	-1.123412	0.006477	-0.002666	-0.013035	0.082459	0.027626	0.996211	0.226797	-0.973907	0.008235	0.970445	0.225258	-0.086573
08876	9.812175	0.037028	-1.045452	0.000832	0.008016	-0.009515	0.082346	0.027738	0.996218	0.226827	-0.973899	0.008368	0.970448	0.225280	-0.086488
08877	9.714612	0.033643	-1.086170	0.011132	0.017961	-0.007322	0.082145	0.027799	0.996233	0.226895	-0.973882	0.008466	0.970449	0.225345	-0.086307
08878	9.702747	0.056412	-1.030152	0.012631	0.018803	-0.008765	0.081929	0.027879	0.996248	0.227040	-0.973848	0.008581	0.970433	0.225485	-0.086116
08879	9.728443	0.087954	-0.991126	0.016497	0.023751	-0.004422	0.081669	0.027909	0.996269	0.227311	-0.973784	0.008646	0.970392	0.225756	-0.085872
08880	9.646073	0.059084	-0.907149	0.020756	0.029293	-0.005116	0.081359	0.027930	0.996293	0.227531	-0.973732	0.008717	0.970366	0.225978	-0.085577
08881	9.684284	0.024857	-0.805016	0.021838	0.026129	-0.001801	0.081084	0.027926	0.996316	0.227799	-0.973669	0.008752	0.970326	0.226250	-0.085310
08882	9.682390	0.098837	-0.734218	0.018427	0.026227	-0.002258	0.080810	0.027926	0.996338	0.227994	-0.973623	0.008798	0.970303	0.226448	-0.085045
08883	9.674200	0.126685	-0.701185	0.015536	0.021329	-0.001330	0.080589	0.027921	0.996356	0.228098	-0.973598	0.008833	0.970297	0.226555	-0.084830
08884	9.684342	0.178553	-0.685299	-0.004536	0.016718	-0.001000	0.080411	0.027930	0.996370	0.228070	-0.973604	0.008886	0.970319	0.226528	-0.084658
08885	9.682016	0.138426	-0.744458	-0.015848	0.020175	-0.005689	0.080187	0.027973	0.996387	0.227907	-0.973641	0.008993	0.970375	0.226362	-0.084448
08886	9.695121	0.077554	-0.780814	0.008540	0.014499	-0.001110	0.080029	0.027989	0.996400	0.228005	-0.973618	0.009036	0.970365	0.226461	-0.084299
08887	9.687656	0.066411	-0.732545	0.024618	0.013964	-0.004103	0.079871	0.028029	0.996411	0.228217	-0.973568	0.009093	0.970329	0.226671	-0.084157
08888	9.663945	0.115163	-0.723516	0.030875	0.011939	-0.005126	0.079730	0.028089	0.996421	0.228535	-0.973493	0.009156	0.970265	0.226987	-0.084035
08889	9.678612	0.133637	-0.715791	0.031956	0.008776	-0.001807	0.079622	0.028123	0.996428	0.228862	-0.973416	0.009185	0.970197	0.227313	-0.083942
08890	9.683268	0.100013	-0.722388	0.029627	0.005709	0.001056	0.079555	0.028137	0.996433	0.229163	-0.973345	0.009188	0.970132	0.227615	-0.083882
08891	9.689468	0.145798	-0.684955	0.027928	-0.005569	0.003360	0.079604	0.028147	0.996429	0.229374	-0.973295	0.009169	0.970078	0.227825	-0.083934
08892	9.689427	0.145157	-0.685666	0.008285	-0.008547	0.007304	0.079689	0.028133	0.996423	0.229463	-0.973274	0.009128	0.970050	0.227915	-0.084015
08893	9.683165	0.098371	-0.723989	0.005815	-0.009442	0.003472	0.079779	0.028151	0.996415	0.229493	-0.973268	0.009122	0.970035	0.227942	-0.084107
08894	9.712845	0.138742	-0.812117	0.015481	-0.011564	0.002906	0.079884	0.028186	0.996406	0.229655	-0.973229	0.009119	0.969988	0.228102	-0.084219
08895	9.744150	0.100809	-0.867598	0.015259	-0.005128	0.006805	0.079931	0.028169	0.996402	0.229834	-0.973188	0.009076	0.969942	0.228281	-0.084262
08896	9.748407	0.109603	-0.992466	0.030487	-0.011305	0.004959	0.080038	0.028184	0.996393	0.230140	-0.973116	0.009039	0.969861	0.228587	-0.084372
08897	9.764561	0.048807	-0.953981	0.041188	-0.003128	0.010471	0.080078	0.028124	0.996392	0.230552	-0.973019	0.008935	0.969759	0.229004	-0.084401
08898	9.774579	0.099052	-0.940180	0.047223	0.001284	0.013340	0.080082	0.028028	0.996394	0.231014	-0.972911	0.008801	0.969649	0.229476	-0.084387
08899	9.759236	0.117973	-0.962714	0.034865	0.008948	0.013972	0.080006	0.027911	0.996404	0.231399	-0.972820	0.008671	0.969564	0.229873	-0.084290
