// General information: 
//  MT Manager version: 2022.2.0 
//  XDA version: 2022.2.0 build 7381 rev 124627 built on 2023-07-19
// Device information: 
//  DeviceId: 00B4CB9F
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.6.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]
50350	9.366699	-2.795461	1.079002	-0.046399	0.012545	0.019583	0.108958	0.266359	0.957696	0.012830	0.962975	-0.269287	-0.993964	0.041628	0.101507
50351	9.370969	-2.820510	1.043840	-0.055207	0.018029	0.013408	0.109095	0.266516	0.957637	0.013255	0.962911	-0.269493	-0.993943	0.042094	0.101516
50352	9.354940	-2.839379	1.036219	-0.044465	0.018362	0.012350	0.109253	0.266636	0.957585	0.013685	0.962857	-0.269665	-0.993920	0.042566	0.101546
50353	9.360899	-2.854736	0.978887	-0.034683	0.015931	0.010690	0.109378	0.266786	0.957529	0.013982	0.962800	-0.269852	-0.993902	0.042904	0.101579
50354	9.344801	-2.822974	0.938712	-0.034773	0.013960	0.007901	0.109491	0.266866	0.957494	0.014320	0.962762	-0.269972	-0.993885	0.043271	0.101592
50355	9.361310	-2.747588	0.891970	-0.030477	0.017606	0.005436	0.109680	0.266983	0.957439	0.014525	0.962717	-0.270119	-0.993861	0.043533	0.101713
50356	9.334843	-2.755086	0.809278	-0.028620	0.022007	-0.000832	0.109872	0.266975	0.957420	0.014812	0.962705	-0.270149	-0.993835	0.043863	0.101820
50357	9.300432	-2.757618	0.806483	-0.033429	0.007355	0.000820	0.109969	0.267062	0.957384	0.015075	0.962667	-0.270267	-0.993821	0.044154	0.101838
50358	9.372383	-2.785018	0.800225	-0.029391	0.005641	-0.006263	0.109998	0.267009	0.957396	0.015376	0.962669	-0.270246	-0.993813	0.044447	0.101786
50359	9.364400	-2.779986	0.880693	-0.012005	0.007437	-0.005010	0.109924	0.266920	0.957429	0.015316	0.962697	-0.270147	-0.993822	0.044359	0.101735
50360	9.294466	-2.792870	0.896718	0.009618	-0.005534	-0.011922	0.109840	0.266817	0.957467	0.015234	0.962731	-0.270031	-0.993833	0.044247	0.101682
50361	9.303865	-2.760660	0.962087	0.031367	-0.015968	-0.012306	0.109539	0.266688	0.957538	0.014874	0.962787	-0.269851	-0.993871	0.043801	0.101496
50362	9.360009	-2.726736	1.083933	0.029134	-0.010971	-0.018972	0.109400	0.266519	0.957601	0.014606	0.962848	-0.269648	-0.993890	0.043486	0.101443
50363	9.358826	-2.683638	1.073814	0.019498	-0.005705	-0.019226	0.109339	0.266380	0.957646	0.013971	0.962916	-0.269441	-0.993906	0.042839	0.101563
50364	9.338930	-2.676145	1.101085	0.001638	-0.000109	-0.015582	0.109309	0.266239	0.957689	0.013972	0.962955	-0.269298	-0.993910	0.042817	0.101540
50365	9.339769	-2.775267	1.166059	-0.021402	0.000491	-0.011037	0.109256	0.266171	0.957714	0.014159	0.962967	-0.269246	-0.993913	0.042977	0.101441
50366	9.362240	-2.821404	1.148219	-0.031171	0.002928	-0.009383	0.109257	0.266089	0.957737	0.014479	0.962977	-0.269196	-0.993908	0.043279	0.101359
50367	9.348840	-2.878950	1.149855	-0.033379	0.008486	-0.012308	0.109307	0.266024	0.957749	0.014801	0.962980	-0.269166	-0.993898	0.043597	0.101323
50368	9.367853	-2.893167	1.145257	-0.038828	0.015131	-0.009375	0.109429	0.265937	0.957759	0.015197	0.962986	-0.269124	-0.993878	0.044005	0.101337
50369	9.322963	-2.884617	1.066715	-0.037762	0.020165	-0.014415	0.109567	0.265840	0.957770	0.015744	0.962987	-0.269089	-0.993855	0.044562	0.101327
50370	9.304132	-2.818505	1.039565	-0.039461	0.018890	-0.018497	0.109725	0.265663	0.957801	0.016157	0.963016	-0.268960	-0.993831	0.044987	0.101375
50371	9.308147	-2.899341	1.059777	-0.042152	0.013999	-0.018496	0.109824	0.265525	0.957828	0.016407	0.963042	-0.268852	-0.993816	0.045241	0.101408
50372	9.328955	-2.903646	1.032851	-0.038652	0.018278	-0.019728	0.109975	0.265337	0.957863	0.016813	0.963074	-0.268711	-0.993792	0.045656	0.101453
50373	9.308222	-2.931743	0.914457	-0.025587	0.015878	-0.019752	0.110088	0.265194	0.957890	0.017064	0.963101	-0.268598	-0.993775	0.045915	0.101501
50374	9.252152	-2.885730	0.928704	-0.013106	0.001049	-0.019644	0.110068	0.265014	0.957942	0.017216	0.963145	-0.268432	-0.993775	0.046038	0.101449
50375	9.248015	-2.911253	0.996565	0.008393	0.003120	-0.022668	0.110038	0.264837	0.957994	0.017135	0.963199	-0.268244	-0.993780	0.045932	0.101451
50376	9.253729	-2.931616	0.961868	0.014935	0.002075	-0.026898	0.110027	0.264587	0.958065	0.017016	0.963274	-0.267980	-0.993783	0.045788	0.101484
50377	9.260282	-2.916014	1.073869	0.033125	0.003571	-0.035295	0.110035	0.264304	0.958142	0.016530	0.963376	-0.267646	-0.993790	0.045288	0.101636
50378	9.264787	-2.944062	1.062776	0.044781	0.006120	-0.039466	0.110062	0.263931	0.958242	0.016128	0.963498	-0.267231	-0.993794	0.044866	0.101788
50379	9.231648	-2.942164	1.061407	0.054632	0.005120	-0.042073	0.110061	0.263590	0.958336	0.015753	0.963609	-0.266850	-0.993800	0.044466	0.101903
50380	9.280942	-2.927214	1.097353	0.069995	-0.001395	-0.040131	0.110014	0.263214	0.958444	0.015101	0.963744	-0.266403	-0.993815	0.043781	0.102050
50381	9.283629	-2.913703	1.076985	0.084124	0.000974	-0.036763	0.109946	0.262902	0.958538	0.014314	0.963865	-0.266005	-0.993834	0.042967	0.102210
50382	9.340974	-2.903589	1.032879	0.092940	-0.005038	-0.034336	0.109864	0.262583	0.958634	0.013428	0.963993	-0.265590	-0.993856	0.042051	0.102382
50383	9.340415	-2.908638	1.057758	0.099501	-0.006346	-0.030141	0.109784	0.262382	0.958699	0.012373	0.964093	-0.265276	-0.993878	0.040985	0.102596
50384	9.324006	-2.881047	1.041813	0.106652	-0.013071	-0.028050	0.109624	0.262127	0.958787	0.011343	0.964207	-0.264906	-0.993908	0.039916	0.102727
50385	9.271846	-2.864870	1.044751	0.105730	-0.016367	-0.032415	0.109459	0.261925	0.958861	0.010431	0.964301	-0.264602	-0.993937	0.038965	0.102819
50386	9.255693	-2.836649	1.028083	0.117091	-0.021957	-0.039325	0.109210	0.261564	0.958988	0.009309	0.964447	-0.264113	-0.993975	0.037771	0.102892
50387	9.248396	-2.862754	0.964030	0.128812	-0.019909	-0.047288	0.108976	0.261209	0.959111	0.008267	0.964586	-0.263640	-0.994010	0.036659	0.102957
50388	9.256103	-2.821193	0.874915	0.137598	-0.028407	-0.051397	0.108662	0.260734	0.959276	0.006955	0.964767	-0.263014	-0.994054	0.035251	0.103020
