// General information: 
//  MT Manager version: 2022.2.0 
//  XDA version: 2022.2.0 build 7381 rev 124627 built on 2023-07-19
// Device information: 
//  DeviceId: 00B4CBA7
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.6.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]
14833	8.582438	1.942311	-4.273414	0.065019	-0.093780	-0.036988	0.440011	0.171921	0.881381	-0.010423	-0.980458	0.196450	0.897932	-0.095627	-0.429621
14834	8.596257	2.002431	-4.334270	0.066320	-0.099963	-0.035256	0.440906	0.172207	0.880878	-0.009667	-0.980454	0.196512	0.897501	-0.095158	-0.430623
14835	8.597860	1.967750	-4.208525	0.053893	-0.101097	-0.037972	0.441847	0.172531	0.880343	-0.009008	-0.980429	0.196667	0.897045	-0.094826	-0.431646
14836	8.623423	1.997129	-4.278543	0.061734	-0.104125	-0.036055	0.442777	0.172822	0.879819	-0.008288	-0.980418	0.196754	0.896593	-0.094411	-0.432674
14837	8.606137	2.029209	-4.279864	0.043472	-0.103514	-0.037798	0.443739	0.173143	0.879271	-0.007723	-0.980383	0.196951	0.896123	-0.094185	-0.433697
14838	8.637332	1.905784	-4.271317	0.044615	-0.108658	-0.040877	0.444708	0.173477	0.878715	-0.007136	-0.980347	0.197153	0.895647	-0.093946	-0.434731
14839	8.613228	1.879055	-4.274898	0.052738	-0.112704	-0.043204	0.445751	0.173843	0.878115	-0.006463	-0.980311	0.197356	0.895134	-0.093647	-0.435850
14840	8.653444	1.832482	-4.186778	0.065818	-0.122630	-0.048993	0.446844	0.174245	0.877479	-0.005650	-0.980280	0.197535	0.894594	-0.093225	-0.437048
14841	8.684379	1.890375	-4.212788	0.073775	-0.126160	-0.049221	0.448005	0.174657	0.876805	-0.004761	-0.980252	0.197696	0.894019	-0.092744	-0.438326
14842	8.672058	1.800785	-4.182444	0.085921	-0.131965	-0.056199	0.449180	0.175122	0.876111	-0.003735	-0.980226	0.197848	0.893434	-0.092142	-0.439643
14843	8.669530	1.781081	-4.183937	0.100552	-0.141096	-0.059723	0.450471	0.175625	0.875347	-0.002560	-0.980203	0.197980	0.892788	-0.091425	-0.441103
