// General information: 
//  MT Manager version: 2022.2.0 
//  XDA version: 2022.2.0 build 7381 rev 124627 built on 2023-07-19
// Device information: 
//  DeviceId: 00B4CBA7
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.6.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]
21159	9.598298	-0.819539	-1.623887	0.015659	-0.009457	-0.000646	-0.184346	-0.011408	0.982795	-0.519351	0.850064	-0.087549	-0.834440	-0.526555	-0.162631
21160	9.598149	-0.819781	-1.624647	0.017784	-0.009247	0.000021	-0.184395	-0.011484	0.982785	-0.519511	0.849968	-0.087541	-0.834330	-0.526710	-0.162696
21161	9.607908	-0.807542	-1.656071	0.012923	-0.010558	0.001111	-0.184468	-0.011614	0.982770	-0.519621	0.849906	-0.087490	-0.834246	-0.526807	-0.162816
21162	9.643097	-0.782064	-1.634954	0.014148	-0.008784	-0.003734	-0.184494	-0.011720	0.982764	-0.519757	0.849828	-0.087439	-0.834155	-0.526930	-0.162880
21163	9.591850	-0.800567	-1.640349	0.013321	-0.008057	-0.001802	-0.184671	-0.011754	0.982730	-0.519728	0.849839	-0.087501	-0.834134	-0.526911	-0.163049
21164	9.585837	-0.852557	-1.625066	0.013539	-0.004358	-0.001485	-0.184672	-0.011817	0.982729	-0.519855	0.849764	-0.087471	-0.834055	-0.527030	-0.163070
21165	9.631022	-0.814460	-1.634166	0.014582	-0.006701	-0.002926	-0.184790	-0.011982	0.982705	-0.520063	0.849641	-0.087435	-0.833899	-0.527225	-0.163236
21166	9.630951	-0.814422	-1.634603	0.017969	-0.005134	-0.003384	-0.184788	-0.012065	0.982704	-0.520230	0.849543	-0.087394	-0.833795	-0.527382	-0.163262
21167	9.597421	-0.820170	-1.628742	0.018185	-0.006750	-0.002893	-0.184682	-0.012210	0.982722	-0.520469	0.849410	-0.087258	-0.833669	-0.527592	-0.163226
21168	9.601410	-0.788043	-1.673006	0.017538	-0.001907	-0.004367	-0.184648	-0.012285	0.982728	-0.520634	0.849314	-0.087207	-0.833574	-0.527745	-0.163220
21169	9.601397	-0.787965	-1.673120	0.009723	-0.002698	-0.002008	-0.184642	-0.012342	0.982728	-0.520743	0.849251	-0.087175	-0.833507	-0.527845	-0.163234
21170	9.642621	-0.781811	-1.637880	0.010768	0.000273	-0.003624	-0.184593	-0.012399	0.982737	-0.520851	0.849191	-0.087120	-0.833451	-0.527941	-0.163212
21171	9.597408	-0.819691	-1.629063	0.003564	0.000368	-0.003689	-0.184523	-0.012341	0.982751	-0.520648	0.849318	-0.087093	-0.833593	-0.527738	-0.163144
21172	9.585656	-0.851737	-1.626565	0.005041	0.000109	-0.004323	-0.184472	-0.012404	0.982759	-0.520709	0.849288	-0.087022	-0.833566	-0.527784	-0.163129
21173	9.609254	-0.786709	-1.631472	0.005257	-0.001506	-0.003831	-0.184478	-0.012441	0.982758	-0.520714	0.849287	-0.086994	-0.833561	-0.527785	-0.163153
21174	9.603404	-0.838188	-1.615540	0.010515	0.002302	-0.007838	-0.184390	-0.012523	0.982773	-0.520827	0.849228	-0.086898	-0.833511	-0.527878	-0.163112
21175	9.597602	-0.818316	-1.628609	0.016281	0.002051	-0.003418	-0.184306	-0.012617	0.982788	-0.521000	0.849131	-0.086804	-0.833421	-0.528031	-0.163074
21176	9.615330	-0.805487	-1.617320	0.018407	0.002262	-0.002752	-0.184246	-0.012656	0.982799	-0.521169	0.849031	-0.086771	-0.833329	-0.528191	-0.163026
21177	9.621290	-0.753308	-1.632925	0.018765	-0.000141	-0.009212	-0.184182	-0.012786	0.982809	-0.521377	0.848914	-0.086664	-0.833212	-0.528376	-0.163021
21178	9.605520	-0.745911	-1.615735	0.006123	-0.002652	-0.002040	-0.184166	-0.012845	0.982811	-0.521442	0.848879	-0.086617	-0.833175	-0.528431	-0.163032
21179	9.595637	-0.758053	-1.585144	0.000574	0.001298	-0.006146	-0.184033	-0.012877	0.982836	-0.521284	0.848990	-0.086486	-0.833304	-0.528253	-0.162954
21180	9.621397	-0.823558	-1.603585	0.001223	0.001768	-0.004847	-0.183965	-0.012935	0.982848	-0.521313	0.848980	-0.086404	-0.833301	-0.528266	-0.162926
21181	9.592070	-0.868382	-1.611580	0.012031	0.006940	-0.004928	-0.183828	-0.013044	0.982872	-0.521407	0.848937	-0.086253	-0.833272	-0.528332	-0.162860
21182	9.576383	-0.789610	-1.623118	0.018588	0.001059	-0.005982	-0.183760	-0.013117	0.982884	-0.521583	0.848836	-0.086187	-0.833177	-0.528493	-0.162823
21183	9.627563	-0.770747	-1.618230	0.012032	0.001625	-0.004749	-0.183746	-0.013163	0.982886	-0.521587	0.848839	-0.086141	-0.833177	-0.528488	-0.162836
21184	9.611861	-0.763395	-1.600593	0.003566	0.005679	-0.003869	-0.183650	-0.013193	0.982903	-0.521633	0.848817	-0.086072	-0.833169	-0.528522	-0.162767
21185	9.539154	-0.755005	-1.601051	0.002701	0.001508	-0.005480	-0.183694	-0.013285	0.982894	-0.521698	0.848782	-0.086028	-0.833119	-0.528576	-0.162847
21186	9.600237	-0.794959	-1.597636	-0.001514	0.000671	-0.003090	-0.183645	-0.013334	0.982902	-0.521701	0.848787	-0.085959	-0.833129	-0.528567	-0.162832
