// General information: 
//  MT Manager version: 2022.2.0 
//  XDA version: 2022.2.0 build 7381 rev 124627 built on 2023-07-19
// Device information: 
//  DeviceId: 00B4CBA7
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.6.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]
41397	9.654508	0.024627	-1.124994	-0.028424	-0.012907	0.000208	-0.079881	-0.088476	0.992870	-0.715818	0.698271	0.004633	-0.693703	-0.710344	-0.119111
41398	9.706031	0.016472	-1.097372	-0.018990	-0.013352	-0.001700	-0.079922	-0.088591	0.992857	-0.715689	0.698403	0.004706	-0.693831	-0.710201	-0.119222
41399	9.704901	-0.016726	-1.106779	-0.011074	-0.013379	-0.002068	-0.079852	-0.088653	0.992857	-0.715528	0.698567	0.004828	-0.694005	-0.710031	-0.119215
41400	9.683434	0.030004	-1.077098	-0.004740	-0.016754	-0.003009	-0.079907	-0.088801	0.992839	-0.715499	0.698596	0.004897	-0.694029	-0.709984	-0.119360
41401	9.700363	0.067253	-1.160572	0.001726	-0.019305	-0.001015	-0.079903	-0.088955	0.992826	-0.715485	0.698610	0.005011	-0.694043	-0.709952	-0.119467
41402	9.725416	0.100837	-1.156722	0.001629	-0.021601	-0.003539	-0.079988	-0.089141	0.992802	-0.715501	0.698593	0.005078	-0.694018	-0.709944	-0.119659
41403	9.698819	0.088508	-1.177325	-0.007702	-0.022216	0.000252	-0.080051	-0.089294	0.992783	-0.715397	0.698699	0.005158	-0.694117	-0.709822	-0.119812
41404	9.723763	0.176300	-1.178384	-0.007599	-0.026629	0.001484	-0.080207	-0.089480	0.992754	-0.715345	0.698752	0.005187	-0.694153	-0.709745	-0.120054
41405	9.703308	0.147499	-1.132560	-0.018779	-0.025533	0.000127	-0.080422	-0.089656	0.992721	-0.715183	0.698918	0.005184	-0.694295	-0.709560	-0.120329
41406	9.653419	0.114404	-1.138514	-0.017128	-0.025127	0.001520	-0.080567	-0.089831	0.992693	-0.715064	0.699040	0.005223	-0.694401	-0.709418	-0.120555
