// General information: 
//  MT Manager version: 2022.2.0 
//  XDA version: 2022.2.0 build 7381 rev 124627 built on 2023-07-19
// Device information: 
//  DeviceId: 00B4CB9F
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.6.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]
29738	9.736704	0.915646	0.412642	-0.005835	-0.010633	-0.005657	-0.099195	0.038135	0.994337	0.664792	-0.740997	0.094738	0.740413	0.670425	0.048151
29739	9.736674	0.916443	0.411564	-0.012871	-0.013258	-0.011505	-0.099070	0.038070	0.994352	0.664858	-0.740954	0.094610	0.740371	0.670476	0.048095
29740	9.736720	0.892841	0.412402	-0.015294	-0.010747	-0.004875	-0.098973	0.038146	0.994359	0.664764	-0.741041	0.094595	0.740469	0.670376	0.047985
29741	9.702286	0.917829	0.412459	-0.006640	-0.018699	-0.006265	-0.098831	0.038331	0.994366	0.664700	-0.741093	0.094634	0.740545	0.670307	0.047764
29742	9.739957	0.920939	0.441527	-0.005245	-0.022139	-0.006806	-0.098663	0.038499	0.994376	0.664678	-0.741112	0.094643	0.740587	0.670277	0.047531
29743	9.739916	0.945888	0.437601	-0.004375	-0.020950	-0.006086	-0.098454	0.038781	0.994386	0.664605	-0.741168	0.094708	0.740680	0.670198	0.047197
29744	9.736565	0.968231	0.399691	-0.006185	-0.016446	-0.007626	-0.098334	0.038917	0.994392	0.664575	-0.741193	0.094726	0.740723	0.670163	0.047021
29745	9.736647	0.944470	0.400114	-0.000433	-0.013947	-0.004584	-0.097987	0.039015	0.994423	0.664659	-0.741137	0.094570	0.740693	0.670219	0.046690
29746	9.720990	0.971088	0.415860	-0.009698	-0.011005	-0.014052	-0.097948	0.039161	0.994421	0.664597	-0.741183	0.094650	0.740755	0.670160	0.046571
29747	9.702170	0.946620	0.401281	-0.011136	-0.010876	-0.010053	-0.097712	0.039178	0.994443	0.664657	-0.741147	0.094507	0.740732	0.670198	0.046380
29748	9.736461	0.947782	0.396779	-0.008456	-0.015696	-0.017307	-0.097659	0.039379	0.994441	0.664601	-0.741183	0.094618	0.740789	0.670147	0.046212
29749	9.717634	0.923630	0.381703	-0.003159	-0.015447	-0.012899	-0.097626	0.039654	0.994433	0.664513	-0.741240	0.094794	0.740872	0.670068	0.046014
29750	9.755171	0.951690	0.409132	0.002247	-0.018763	-0.011836	-0.097514	0.039836	0.994437	0.664542	-0.741206	0.094856	0.740861	0.670094	0.045806
29751	9.733087	0.924417	0.359419	0.000810	-0.018635	-0.007836	-0.097218	0.040086	0.994455	0.664565	-0.741186	0.094845	0.740879	0.670101	0.045417
29752	9.751929	0.926407	0.373154	0.007283	-0.016199	-0.006799	-0.097091	0.040215	0.994463	0.664636	-0.741121	0.094859	0.740832	0.670166	0.045228
29753	9.732971	0.950182	0.354203	0.000547	-0.016320	-0.007203	-0.096993	0.040455	0.994463	0.664620	-0.741121	0.094972	0.740859	0.670152	0.044996
29754	9.717352	0.976507	0.369520	-0.005772	-0.017504	-0.005522	-0.096848	0.040583	0.994471	0.664595	-0.741144	0.094968	0.740901	0.670118	0.044807
29755	9.736214	0.978226	0.383562	-0.006297	-0.012876	-0.004263	-0.096427	0.040773	0.994505	0.664607	-0.741152	0.094826	0.740945	0.670098	0.044369
29756	9.739445	1.005890	0.414445	-0.010812	-0.020064	-0.010549	-0.096294	0.040956	0.994510	0.664539	-0.741207	0.094869	0.741023	0.670026	0.044157
29757	9.739528	0.982529	0.414611	-0.007480	-0.016564	-0.010401	-0.096260	0.041128	0.994506	0.664483	-0.741244	0.094971	0.741078	0.669974	0.044023
29758	9.701994	0.932361	0.385898	-0.011493	-0.016687	-0.011999	-0.096162	0.041299	0.994508	0.664409	-0.741303	0.095028	0.741157	0.669898	0.043846
29759	9.736303	0.933497	0.380881	-0.020846	-0.020370	-0.014539	-0.095899	0.041524	0.994525	0.664312	-0.741392	0.095013	0.741278	0.669786	0.043514
29760	9.736479	0.886209	0.382929	-0.014792	-0.016870	-0.015591	-0.095823	0.041723	0.994524	0.664210	-0.741472	0.095104	0.741379	0.669685	0.043338
29761	9.748414	0.907816	0.326473	-0.007482	-0.016559	-0.010393	-0.095513	0.041976	0.994543	0.664178	-0.741503	0.095082	0.741448	0.669635	0.042944
29762	9.751632	0.935712	0.357348	0.006862	-0.015124	-0.008881	-0.095405	0.042114	0.994547	0.664242	-0.741441	0.095115	0.741404	0.669695	0.042763
29763	9.717100	0.961221	0.357155	-0.000642	-0.019996	-0.013330	-0.095394	0.042596	0.994528	0.664088	-0.741535	0.095459	0.741544	0.669560	0.042450
29764	9.735940	0.963467	0.370961	-0.006455	-0.014122	-0.006961	-0.095281	0.042715	0.994534	0.664055	-0.741564	0.095469	0.741588	0.669521	0.042292
29765	9.747858	0.984613	0.314708	-0.005740	-0.014183	-0.008958	-0.095193	0.043024	0.994529	0.663933	-0.741652	0.095634	0.741708	0.669404	0.042035
29766	9.739133	0.992062	0.400956	-0.005549	-0.009620	-0.009699	-0.095131	0.043134	0.994530	0.663903	-0.741673	0.095672	0.741743	0.669373	0.041920
29767	9.701604	0.941679	0.372860	-0.007137	-0.010745	-0.008412	-0.094842	0.043360	0.994548	0.663856	-0.741720	0.095644	0.741823	0.669307	0.041562
29768	9.720439	0.943880	0.387212	-0.012897	-0.013243	-0.011431	-0.094764	0.043507	0.994549	0.663769	-0.741790	0.095696	0.741910	0.669219	0.041416
29769	9.708326	0.948897	0.439065	-0.007034	-0.014304	-0.011748	-0.094541	0.043856	0.994554	0.663655	-0.741879	0.095800	0.742041	0.669098	0.041033
29770	9.739368	0.922917	0.402054	-0.004416	-0.010742	-0.009610	-0.094469	0.043974	0.994556	0.663633	-0.741894	0.095838	0.742070	0.669074	0.040903
29771	9.716859	0.944225	0.349719	0.008532	-0.005867	-0.007569	-0.094427	0.043938	0.994562	0.663784	-0.741765	0.095791	0.741940	0.669219	0.040877
29772	9.735836	0.922123	0.366246	0.011096	-0.007114	-0.011480	-0.094393	0.044045	0.994560	0.663875	-0.741675	0.095854	0.741862	0.669312	0.040769
29773	9.732350	0.920397	0.331384	0.022615	-0.002114	-0.005443	-0.094255	0.044088	0.994571	0.664082	-0.741497	0.095804	0.741695	0.669507	0.040612
29774	9.732438	0.896916	0.332947	0.030096	0.001266	-0.010499	-0.094277	0.044131	0.994567	0.664315	-0.741280	0.095864	0.741483	0.669744	0.040569
29775	9.747642	0.921082	0.312049	0.029222	0.000081	-0.011206	-0.094132	0.044045	0.994585	0.664676	-0.740974	0.095722	0.741178	0.670088	0.040473
29776	9.675276	0.943804	0.281986	0.015341	-0.012611	-0.007045	-0.094027	0.044155	0.994590	0.664804	-0.740857	0.095740	0.741076	0.670210	0.040306
29777	9.725047	0.943439	0.257898	0.025426	-0.020662	-0.012432	-0.093911	0.044491	0.994586	0.664934	-0.740718	0.095919	0.740975	0.670342	0.039979
29778	9.743578	0.994404	0.267028	0.028957	-0.026093	-0.006002	-0.093700	0.044684	0.994597	0.665163	-0.740510	0.095933	0.740796	0.670558	0.039664
29779	9.771057	0.989565	0.192334	0.034714	-0.023586	-0.002978	-0.093306	0.044976	0.994621	0.665407	-0.740295	0.095898	0.740626	0.670776	0.039146
29780	9.764153	0.984622	0.121343	0.023700	-0.021532	-0.004338	-0.093116	0.045127	0.994632	0.665599	-0.740123	0.095893	0.740478	0.670955	0.038881
29781	9.752501	0.940534	0.175460	0.020019	-0.030842	-0.006422	-0.092814	0.045396	0.994648	0.665765	-0.739973	0.095897	0.740367	0.671102	0.038456
29782	9.717986	0.965382	0.173785	0.024454	-0.031770	-0.002736	-0.092538	0.045605	0.994664	0.665964	-0.739797	0.095876	0.740222	0.671282	0.038088
29783	9.686804	1.017101	0.203937	0.014459	-0.042272	-0.003122	-0.091972	0.045969	0.994700	0.666095	-0.739692	0.095772	0.740175	0.671373	0.037411
29784	9.712624	1.048438	0.281371	0.000349	-0.049341	-0.001768	-0.091558	0.046288	0.994723	0.666116	-0.739679	0.095732	0.740207	0.671366	0.036890
29785	9.719094	1.150969	0.337925	-0.015168	-0.041294	0.006022	-0.091267	0.046566	0.994737	0.665981	-0.739800	0.095736	0.740365	0.671213	0.036507
29786	9.725789	1.228806	0.397718	-0.038662	-0.026892	0.003707	-0.090984	0.046694	0.994757	0.665717	-0.740051	0.095627	0.740636	0.670928	0.036247
29787	9.726078	1.204239	0.397603	-0.068203	-0.027666	-0.003412	-0.090670	0.046906	0.994776	0.665247	-0.740484	0.095550	0.741097	0.670435	0.035936
29788	9.725888	1.229072	0.394473	-0.101394	-0.019438	-0.013594	-0.090556	0.047112	0.994776	0.664503	-0.741147	0.095591	0.741779	0.669688	0.035810
29789	9.695909	1.111068	0.440951	-0.131672	-0.020118	-0.018632	-0.090552	0.047275	0.994769	0.663595	-0.741950	0.095666	0.742591	0.668787	0.035814
29790	9.677577	1.013854	0.432351	-0.139030	-0.020392	-0.023704	-0.090498	0.047561	0.994760	0.662561	-0.742857	0.095794	0.743521	0.667758	0.035715
29791	9.750278	0.944911	0.464215	-0.132156	-0.018984	-0.020534	-0.090180	0.048036	0.994766	0.661517	-0.743775	0.095885	0.744488	0.666702	0.035297
29792	9.712452	0.919505	0.434773	-0.112644	-0.015201	-0.020813	-0.090144	0.048267	0.994758	0.660679	-0.744505	0.095995	0.745236	0.665869	0.035224
29793	9.728358	0.846535	0.420418	-0.090706	-0.015757	-0.014809	-0.089889	0.048669	0.994762	0.659936	-0.745151	0.096091	0.745925	0.665117	0.034862
29794	9.744122	0.797455	0.404069	-0.057542	-0.013831	-0.008281	-0.089779	0.048799	0.994765	0.659519	-0.745521	0.096095	0.746308	0.664694	0.034748
29795	9.736738	0.817691	0.332427	-0.022779	-0.022437	-0.009010	-0.089620	0.049052	0.994767	0.659342	-0.745667	0.096170	0.746483	0.664511	0.034485
29796	9.748777	0.790102	0.278656	0.013525	-0.024914	0.001785	-0.089361	0.049180	0.994784	0.659463	-0.745569	0.096099	0.746406	0.664611	0.034192
29797	9.744635	0.860389	0.236825	0.043554	-0.021936	0.007407	-0.088975	0.049252	0.994815	0.659846	-0.745254	0.095912	0.746114	0.664959	0.033810
29798	9.740514	0.930315	0.194898	0.061060	-0.021562	0.009702	-0.088688	0.049300	0.994839	0.660329	-0.744844	0.095778	0.745721	0.665415	0.033505
29799	9.709321	1.004803	0.224811	0.071370	-0.023560	0.013025	-0.088353	0.049347	0.994866	0.660905	-0.744353	0.095615	0.745250	0.665960	0.033152
29800	9.743653	1.027919	0.216253	0.088419	-0.025426	0.016720	-0.087991	0.049368	0.994897	0.661598	-0.743763	0.095420	0.744678	0.666618	0.032782
