// General information: 
//  MT Manager version: 2022.2.0 
//  XDA version: 2022.2.0 build 7381 rev 124627 built on 2023-07-19
// Device information: 
//  DeviceId: 00B4CAF0
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.6.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]
43567	5.807217	-0.739130	8.315823	0.000709	-0.005092	0.003346	0.787670	0.235773	0.569199	-0.231451	0.969446	-0.081276	-0.570970	-0.067723	0.818173
43568	5.804751	-0.763506	8.316024	0.000709	-0.005092	0.003346	0.787627	0.235775	0.569258	-0.231445	0.969445	-0.081297	-0.571032	-0.067720	0.818130
43569	5.788432	-0.712256	8.323736	0.001855	-0.006480	0.002887	0.787543	0.235852	0.569341	-0.231556	0.969420	-0.081285	-0.571102	-0.067819	0.818073
43570	5.805917	-0.763840	8.315179	-0.002135	-0.011357	0.005650	0.787459	0.235873	0.569449	-0.231553	0.969416	-0.081343	-0.571220	-0.067803	0.817992
43571	5.809537	-0.739865	8.314137	0.003411	-0.007745	0.005309	0.787399	0.235872	0.569533	-0.231566	0.969413	-0.081335	-0.571297	-0.067842	0.817934
43572	5.798048	-0.763633	8.291660	-0.001995	-0.002438	0.001382	0.787375	0.235857	0.569572	-0.231529	0.969419	-0.081367	-0.571345	-0.067806	0.817904
43573	5.807452	-0.764479	8.314048	0.002118	-0.007591	0.007037	0.787334	0.235834	0.569638	-0.231502	0.969425	-0.081374	-0.571413	-0.067804	0.817857
43574	5.791059	-0.713457	8.321805	-0.001585	-0.002315	0.004265	0.787304	0.235847	0.569674	-0.231490	0.969424	-0.081420	-0.571458	-0.067772	0.817828
43575	5.794496	-0.762886	8.345328	0.000118	-0.002346	0.005419	0.787294	0.235816	0.569701	-0.231444	0.969434	-0.081435	-0.571491	-0.067741	0.817807
43576	5.810895	-0.741174	8.313071	0.000821	0.000246	0.005766	0.787275	0.235846	0.569714	-0.231458	0.969428	-0.081469	-0.571511	-0.067727	0.817795
43577	5.819939	-0.741780	8.335734	0.004551	-0.001450	0.001850	0.787263	0.235811	0.569746	-0.231446	0.969434	-0.081431	-0.571534	-0.067758	0.817776
43578	5.797386	-0.739090	8.344784	-0.001617	0.001789	0.007953	0.787248	0.235863	0.569745	-0.231463	0.969424	-0.081497	-0.571547	-0.067716	0.817770
43579	5.813606	-0.717491	8.312645	0.002523	0.000216	0.006920	0.787218	0.235893	0.569773	-0.231494	0.969416	-0.081511	-0.571575	-0.067732	0.817750
43580	5.835819	-0.720717	8.303787	-0.002471	0.005646	0.005876	0.787230	0.235928	0.569742	-0.231490	0.969411	-0.081573	-0.571560	-0.067673	0.817765
43581	5.824789	-0.695007	8.335234	-0.005759	0.003364	0.008985	0.787246	0.235917	0.569726	-0.231413	0.969422	-0.081660	-0.571570	-0.067555	0.817768
43582	5.810876	-0.694289	8.367111	-0.017593	0.005342	0.010009	0.787246	0.235991	0.569694	-0.231355	0.969419	-0.081870	-0.571592	-0.067350	0.817769
43583	5.868120	-0.556477	8.400688	-0.049255	0.007239	0.014577	0.787230	0.236142	0.569654	-0.231205	0.969414	-0.082344	-0.571675	-0.066883	0.817749
43584	5.866261	-0.686284	8.371509	-0.078531	0.011712	0.020633	0.787243	0.236324	0.569561	-0.230883	0.969425	-0.083112	-0.571788	-0.066072	0.817736
