// General information: 
//  MT Manager version: 2022.2.0 
//  XDA version: 2022.2.0 build 7381 rev 124627 built on 2023-07-19
// Device information: 
//  DeviceId: 00B4CAF0
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.6.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]
53839	5.819196	-0.564753	8.319363	0.002706	0.004157	0.002873	-0.773293	-0.271944	0.572769	0.296012	-0.953704	-0.053163	0.560709	0.128436	0.817991
53840	5.818991	-0.564766	8.319506	0.001761	0.000309	0.003960	-0.773278	-0.271945	0.572788	0.296015	-0.953703	-0.053167	0.560728	0.128441	0.817977
53841	5.788771	-0.559665	8.303375	0.001325	0.004452	0.004518	-0.773297	-0.271932	0.572770	0.295979	-0.953712	-0.053190	0.560722	0.128396	0.817989
53842	5.811152	-0.565101	8.296595	0.001135	0.004150	0.001715	-0.773310	-0.271917	0.572759	0.295961	-0.953718	-0.053185	0.560713	0.128385	0.817997
53843	5.810944	-0.565083	8.296742	0.004902	0.000323	0.006273	-0.773336	-0.271957	0.572705	0.296033	-0.953698	-0.053137	0.560639	0.128447	0.818037
53844	5.825358	-0.564963	8.343410	-0.001192	0.000598	0.004448	-0.773321	-0.271963	0.572722	0.296023	-0.953700	-0.053168	0.560664	0.128423	0.818024
53845	5.815675	-0.541630	8.295243	0.001577	0.005635	0.003221	-0.773327	-0.271924	0.572732	0.295946	-0.953721	-0.053214	0.560697	0.128346	0.818013
53846	5.810172	-0.565447	8.297258	0.002706	0.004157	0.002872	-0.773337	-0.271920	0.572721	0.295945	-0.953722	-0.053203	0.560683	0.128350	0.818022
53847	5.817094	-0.565298	8.320796	0.002453	0.002976	0.004169	-0.773316	-0.271958	0.572731	0.295968	-0.953713	-0.053240	0.560700	0.128339	0.818012
53848	5.799088	-0.536213	8.326334	0.001324	0.004453	0.004517	-0.773323	-0.271969	0.572716	0.295973	-0.953711	-0.053251	0.560688	0.128329	0.818022
53849	5.793609	-0.560181	8.328319	0.001324	0.004454	0.004517	-0.773361	-0.271916	0.572690	0.295894	-0.953735	-0.053262	0.560678	0.128265	0.818040
53850	5.810897	-0.589379	8.323276	0.004276	0.004165	0.004029	-0.773368	-0.271923	0.572678	0.295911	-0.953730	-0.053246	0.560659	0.128283	0.818049
53851	5.820761	-0.541567	8.320061	0.005405	0.002687	0.003680	-0.773385	-0.271977	0.572629	0.295996	-0.953706	-0.053207	0.560591	0.128346	0.818086
53852	5.815417	-0.565285	8.321969	0.002453	0.002976	0.004168	-0.773385	-0.271984	0.572626	0.296004	-0.953704	-0.053206	0.560587	0.128351	0.818088
53853	5.792282	-0.559962	8.329257	0.001576	0.005636	0.003220	-0.773401	-0.272012	0.572591	0.296015	-0.953699	-0.053231	0.560559	0.128326	0.818111
