// General information: 
//  MT Manager version: 2022.2.0 
//  XDA version: 2022.2.0 build 7381 rev 124627 built on 2023-07-19
// Device information: 
//  DeviceId: 00B4CB9F
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.6.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]
33528	9.825042	-0.003018	-0.530458	-0.071515	0.022804	-0.041818	-0.016021	-0.011738	0.999803	-0.313095	-0.949584	-0.016165	0.949587	-0.313292	0.011539
33529	9.902114	0.048447	-0.290243	-0.065696	0.037693	-0.049446	-0.016143	-0.011203	0.999807	-0.313693	-0.949394	-0.015703	0.949387	-0.313886	0.011812
33530	9.850445	0.166301	-0.160402	-0.069436	0.052029	-0.059990	-0.016402	-0.010533	0.999810	-0.314324	-0.949195	-0.015156	0.949174	-0.314513	0.012258
33531	9.818967	0.169248	-0.088959	-0.081782	0.054735	-0.066415	-0.016639	-0.009782	0.999814	-0.315076	-0.948955	-0.014528	0.948920	-0.315259	0.012707
33532	9.781225	0.009472	-0.074284	-0.095768	0.050045	-0.067568	-0.016854	-0.009046	0.999817	-0.315958	-0.948671	-0.013909	0.948623	-0.316135	0.013131
33533	9.753913	-0.135051	-0.126740	-0.077370	0.048705	-0.062985	-0.017036	-0.008348	0.999820	-0.316668	-0.948443	-0.013315	0.948383	-0.316838	0.013514
33534	9.759886	-0.115426	-0.046591	-0.051068	0.042650	-0.059634	-0.017205	-0.007710	0.999822	-0.317125	-0.948298	-0.012770	0.948228	-0.317288	0.013870
33535	9.787622	-0.053404	0.118616	-0.046416	0.047156	-0.059758	-0.017379	-0.007052	0.999824	-0.317540	-0.948166	-0.012207	0.948086	-0.317696	0.014239
33536	9.735033	0.064073	0.248959	-0.042686	0.048818	-0.062833	-0.017595	-0.006363	0.999825	-0.317917	-0.948047	-0.011629	0.947955	-0.318066	0.014658
33537	9.847137	0.225378	0.343237	-0.045826	0.042426	-0.068315	-0.017701	-0.005639	0.999827	-0.318327	-0.947917	-0.010982	0.947816	-0.318467	0.014984
33538	9.942727	0.050632	0.301795	-0.084485	0.043950	-0.066057	-0.017861	-0.004935	0.999828	-0.319101	-0.947664	-0.010378	0.947552	-0.319232	0.015351
33539	9.911402	-0.093488	0.446109	-0.095334	0.064580	-0.068544	-0.018176	-0.004134	0.999826	-0.319981	-0.947374	-0.009734	0.947249	-0.320103	0.015897
33540	9.687621	-0.187614	0.448052	-0.078774	0.081629	-0.079233	-0.018649	-0.003185	0.999821	-0.320704	-0.947137	-0.008999	0.946996	-0.320814	0.016642
33541	9.580276	-0.129750	0.288517	-0.035676	0.058108	-0.064411	-0.018916	-0.002442	0.999818	-0.321018	-0.947036	-0.008386	0.946884	-0.321119	0.017131
33542	9.659318	0.068076	0.261532	-0.001413	0.033525	-0.058102	-0.019001	-0.001847	0.999818	-0.321005	-0.947045	-0.007850	0.946887	-0.321095	0.017402
33543	9.744215	0.126847	0.272758	-0.012876	0.028925	-0.056299	-0.019016	-0.001270	0.999818	-0.321104	-0.947016	-0.007311	0.946853	-0.321184	0.017601
33544	9.765497	0.063510	0.136858	-0.033059	0.030368	-0.053289	-0.019086	-0.000731	0.999818	-0.321389	-0.946923	-0.006828	0.946755	-0.321460	0.017838
33545	9.867057	0.001634	0.176060	-0.041581	0.036802	-0.050385	-0.019189	-0.000194	0.999816	-0.321756	-0.946801	-0.006359	0.946628	-0.321819	0.018106
33546	9.866974	0.006382	0.180580	-0.036721	0.054779	-0.047255	-0.019510	0.000367	0.999810	-0.322074	-0.946696	-0.005937	0.946513	-0.322129	0.018588
33547	9.759281	0.168211	0.134488	-0.018529	0.047261	-0.057920	-0.019688	0.001016	0.999806	-0.322228	-0.946647	-0.005383	0.946457	-0.322271	0.018965
33548	9.795965	0.238035	0.069948	-0.009488	0.034876	-0.065486	-0.019761	0.001685	0.999803	-0.322292	-0.946628	-0.004774	0.946434	-0.322323	0.019249
33549	9.800688	0.301581	0.015727	-0.020732	0.027711	-0.068825	-0.019722	0.002374	0.999803	-0.322467	-0.946572	-0.004113	0.946375	-0.322485	0.019434
33550	9.848578	0.292899	-0.013773	-0.033689	0.021991	-0.068319	-0.019664	0.003029	0.999802	-0.322761	-0.946474	-0.003481	0.946276	-0.322766	0.019589
33551	9.815522	0.393462	0.006095	-0.047317	0.023932	-0.074395	-0.019566	0.003756	0.999802	-0.323188	-0.946331	-0.002770	0.946132	-0.323178	0.019730
33552	9.794255	0.363550	0.032237	-0.077224	0.024293	-0.076160	-0.019503	0.004492	0.999800	-0.323896	-0.946091	-0.002068	0.945892	-0.323871	0.019907
33553	9.774605	0.184149	0.076097	-0.110347	0.024984	-0.075376	-0.019416	0.005240	0.999798	-0.324921	-0.945740	-0.001353	0.945542	-0.324881	0.020065
33554	9.807141	0.104976	0.225382	-0.132833	0.039633	-0.072238	-0.019510	0.005989	0.999792	-0.326152	-0.945317	-0.000702	0.945116	-0.326098	0.020396
33555	9.828262	0.102092	0.285202	-0.132245	0.053834	-0.065623	-0.019723	0.006735	0.999783	-0.327381	-0.944893	-0.000093	0.944687	-0.327311	0.020841
33556	9.821792	0.195769	0.221000	-0.107943	0.044836	-0.062920	-0.019894	0.007414	0.999775	-0.328374	-0.944548	0.000470	0.944338	-0.328291	0.021226
33557	9.822585	0.190906	-0.048444	-0.061831	0.018779	-0.064630	-0.019786	0.008036	0.999772	-0.328935	-0.944352	0.001081	0.944145	-0.328839	0.021329
33558	9.806499	0.257424	-0.323574	-0.032305	-0.010541	-0.059861	-0.019444	0.008504	0.999775	-0.329214	-0.944254	0.001629	0.944055	-0.329108	0.021160
33559	9.812154	0.265176	-0.522337	-0.006679	-0.031832	-0.059086	-0.018868	0.008897	0.999782	-0.329249	-0.944241	0.002189	0.944055	-0.329136	0.020745
33560	9.927934	0.334301	-0.473261	0.010286	-0.037880	-0.056814	-0.018278	0.009246	0.999790	-0.329124	-0.944283	0.002715	0.944110	-0.329006	0.020302
33561	9.972477	0.528136	-0.440228	0.003152	-0.029537	-0.058248	-0.017730	0.009639	0.999796	-0.329065	-0.944302	0.003268	0.944141	-0.328940	0.019915
33562	9.869202	0.609006	-0.260393	-0.015690	-0.025392	-0.065265	-0.017230	0.010108	0.999800	-0.329186	-0.944257	0.003874	0.944108	-0.329054	0.019597
33563	9.841689	0.623462	-0.121340	-0.062889	-0.032961	-0.074374	-0.016597	0.010655	0.999805	-0.329756	-0.944055	0.004586	0.943920	-0.329616	0.019182
33564	9.859767	0.468070	0.090429	-0.121185	-0.021288	-0.082053	-0.016080	0.011295	0.999807	-0.330875	-0.943659	0.005340	0.943537	-0.330726	0.018911
33565	9.771521	0.318734	0.270002	-0.182422	-0.009822	-0.079868	-0.015635	0.011966	0.999806	-0.332574	-0.943057	0.006086	0.942947	-0.332415	0.018724
33566	9.759600	0.099610	0.354401	-0.205117	-0.000782	-0.075857	-0.015329	0.012615	0.999803	-0.334482	-0.942378	0.006762	0.942278	-0.334312	0.018666
33567	9.793063	0.018366	0.499801	-0.201832	0.005927	-0.068710	-0.015074	0.013235	0.999799	-0.336357	-0.941705	0.007394	0.941614	-0.336178	0.018647
33568	9.757937	-0.090827	0.591998	-0.195468	0.021184	-0.065489	-0.015007	0.013859	0.999791	-0.338169	-0.941052	0.007969	0.940966	-0.337979	0.018809
33569	9.743408	-0.162812	0.661758	-0.179529	0.024083	-0.060795	-0.014941	0.014458	0.999784	-0.339831	-0.940448	0.008521	0.940368	-0.339630	0.018965
33570	9.685253	-0.207770	0.895487	-0.156756	0.046555	-0.062638	-0.015121	0.015141	0.999771	-0.341276	-0.939919	0.009074	0.939841	-0.341061	0.019380
33571	9.651597	-0.158701	0.997818	-0.127828	0.068738	-0.054886	-0.015497	0.015848	0.999754	-0.342453	-0.939486	0.009584	0.939407	-0.342220	0.019987
33572	9.681263	-0.095189	1.079817	-0.105653	0.077733	-0.047060	-0.016021	0.016492	0.999736	-0.343415	-0.939131	0.009989	0.939047	-0.343164	0.020710
33573	9.621359	-0.095550	1.186553	-0.097067	0.102932	-0.047620	-0.016747	0.017239	0.999711	-0.344297	-0.938803	0.010421	0.938711	-0.344023	0.021658
33574	9.665391	-0.214193	1.243835	-0.113408	0.119237	-0.044473	-0.017668	0.018003	0.999682	-0.345331	-0.938419	0.010797	0.938315	-0.345031	0.022797
33575	9.689526	-0.373857	1.215427	-0.103348	0.126114	-0.038875	-0.018646	0.018752	0.999650	-0.346270	-0.938069	0.011138	0.937949	-0.345942	0.023984
33576	9.664338	-0.213119	1.049114	-0.032766	0.124483	-0.039032	-0.019633	0.019485	0.999617	-0.346547	-0.937962	0.011476	0.937827	-0.346189	0.025168
33577	9.587753	-0.003732	0.595733	0.048396	0.088240	-0.043570	-0.020244	0.020151	0.999592	-0.346065	-0.938135	0.011903	0.937992	-0.345683	0.025965
33578	9.571015	0.258241	-0.039059	0.163711	0.003948	-0.041352	-0.020094	0.020488	0.999588	-0.344500	-0.938706	0.012315	0.938571	-0.344110	0.025920
33579	9.738390	0.559342	-0.549882	0.261377	-0.054627	-0.040876	-0.019376	0.020638	0.999599	-0.342016	-0.939607	0.012770	0.939494	-0.341632	0.025265
33580	9.885557	0.886178	-0.772976	0.283133	-0.084311	-0.032452	-0.018428	0.020593	0.999618	-0.339323	-0.940578	0.013121	0.940489	-0.338952	0.024321
33581	10.013211	1.122245	-1.008478	0.255845	-0.094345	-0.026372	-0.017378	0.020476	0.999639	-0.336885	-0.941450	0.013428	0.941385	-0.336530	0.023258
33582	10.105201	1.244505	-1.098876	0.184449	-0.072081	-0.031218	-0.016549	0.020464	0.999654	-0.335115	-0.942077	0.013738	0.942032	-0.334772	0.022448
33583	10.000957	1.269832	-0.900165	0.072171	-0.042274	-0.041900	-0.015931	0.020677	0.999659	-0.334409	-0.942322	0.014162	0.942293	-0.334070	0.021927
33584	9.994602	1.223479	-0.628881	-0.048413	-0.023866	-0.046798	-0.015505	0.020975	0.999660	-0.334835	-0.942164	0.014575	0.942149	-0.334495	0.021631
33585	9.942874	1.091677	-0.329158	-0.178564	0.010999	-0.050236	-0.015363	0.021442	0.999652	-0.336487	-0.941568	0.015024	0.941563	-0.336140	0.021680
33586	9.834709	0.738346	-0.183756	-0.280582	0.028630	-0.048712	-0.015423	0.021933	0.999640	-0.339098	-0.940625	0.015406	0.940625	-0.338738	0.021945
33587	9.779177	0.591729	-0.010666	-0.334021	0.039719	-0.052569	-0.015533	0.022517	0.999626	-0.342210	-0.939490	0.015844	0.939495	-0.341836	0.022299
33588	9.715253	0.374104	0.141350	-0.365029	0.028707	-0.049273	-0.015589	0.023014	0.999614	-0.345607	-0.938239	0.016211	0.938250	-0.345221	0.022580
33589	9.769966	-0.043087	0.219216	-0.398452	0.021664	-0.046149	-0.015550	0.023483	0.999603	-0.349315	-0.936859	0.016575	0.936876	-0.348919	0.022771
33590	9.801670	-0.607762	0.448850	-0.383999	0.030410	-0.033050	-0.015674	0.023835	0.999593	-0.352877	-0.935519	0.016774	0.935538	-0.352471	0.023074
33591	9.785792	-0.681366	0.735103	-0.295225	0.044156	-0.041781	-0.015855	0.024338	0.999578	-0.355610	-0.934478	0.017112	0.934500	-0.355189	0.023471
33592	9.714295	-0.444115	0.756703	-0.154190	0.040587	-0.059860	-0.015977	0.024977	0.999560	-0.357022	-0.933929	0.017630	0.933959	-0.356584	0.023839
33593	9.699175	-0.099415	0.635912	-0.023319	0.016437	-0.064894	-0.015820	0.025588	0.999547	-0.357213	-0.933845	0.018252	0.933889	-0.356763	0.023914
33594	9.721052	0.152281	0.273338	0.072297	-0.022515	-0.063066	-0.015341	0.026032	0.999543	-0.356510	-0.934101	0.018856	0.934166	-0.356058	0.023610
33595	9.889582	0.426311	0.082770	0.128665	-0.052095	-0.047992	-0.014607	0.026252	0.999549	-0.355280	-0.934560	0.019354	0.934646	-0.354836	0.022978
33596	9.969291	0.586123	0.098658	0.132205	-0.035411	-0.036733	-0.014101	0.026406	0.999552	-0.354011	-0.935034	0.019707	0.935135	-0.353575	0.022533
33597	9.858826	0.536166	0.117375	0.093134	-0.009092	-0.033420	-0.013816	0.026647	0.999549	-0.353113	-0.935366	0.020055	0.935479	-0.352677	0.022332
33598	9.734855	0.453744	-0.036795	0.061566	-0.011015	-0.016519	-0.013610	0.026698	0.999551	-0.352502	-0.935593	0.020190	0.935712	-0.352068	0.022145
33599	9.750815	0.435246	0.049446	0.060036	-0.014366	-0.008310	-0.013369	0.026689	0.999554	-0.351907	-0.935815	0.020280	0.935939	-0.351479	0.021903
33600	9.804716	0.431918	-0.017358	0.064512	-0.016155	-0.001759	-0.013168	0.026584	0.999560	-0.351266	-0.936056	0.020268	0.936183	-0.350845	0.021664
33601	9.832817	0.381074	0.024994	0.083309	-0.024306	0.002374	-0.012876	0.026427	0.999568	-0.350446	-0.936364	0.020242	0.936495	-0.350034	0.021318
33602	9.947976	0.557674	0.217205	0.090218	-0.017702	-0.005817	-0.012645	0.026355	0.999573	-0.349564	-0.936693	0.020275	0.936827	-0.349158	0.021058
33603	9.945561	0.610310	0.302616	0.052775	0.004042	-0.015000	-0.012556	0.026462	0.999571	-0.349032	-0.936888	0.020418	0.937027	-0.348626	0.020999
33604	9.829506	0.663828	0.608689	-0.002029	0.040117	-0.029618	-0.012784	0.026815	0.999559	-0.349017	-0.936888	0.020670	0.937029	-0.348599	0.021336
33605	9.766891	0.713259	0.853450	-0.087710	0.071659	-0.023374	-0.013299	0.027253	0.999540	-0.349808	-0.936589	0.020883	0.936727	-0.349369	0.021989
33606	9.779769	0.586040	1.029166	-0.165565	0.111657	-0.016724	-0.014242	0.027737	0.999514	-0.351323	-0.936019	0.020969	0.936146	-0.350854	0.023075
33607	9.575405	0.185618	0.913698	-0.179494	0.118714	-0.010988	-0.015234	0.028214	0.999486	-0.352970	-0.935398	0.021025	0.935510	-0.352469	0.024208
33608	9.477696	0.099237	0.791952	-0.119295	0.070614	-0.012299	-0.015807	0.028514	0.999468	-0.354050	-0.934989	0.021075	0.935093	-0.353529	0.024874
33609	9.546268	0.062139	0.470040	-0.063239	0.021900	-0.001441	-0.015934	0.028560	0.999465	-0.354603	-0.934780	0.021058	0.934881	-0.354078	0.025022
33610	9.657523	0.162766	0.208927	0.013787	-0.006511	0.010632	-0.015867	0.028373	0.999471	-0.354435	-0.934847	0.020911	0.934946	-0.353916	0.024889
33611	9.749268	0.223501	-0.087090	0.049516	-0.024620	0.014238	-0.015610	0.028111	0.999483	-0.353934	-0.935040	0.020770	0.935140	-0.353427	0.024545
33612	9.843335	0.184322	-0.285200	0.087585	-0.034676	0.025224	-0.015330	0.027688	0.999499	-0.353074	-0.935371	0.020496	0.935470	-0.352582	0.024115
33613	9.939267	0.316753	-0.234390	0.128944	-0.024280	0.024918	-0.015120	0.027326	0.999512	-0.351825	-0.935846	0.020263	0.935944	-0.351347	0.023763
33614	9.923689	0.605263	-0.230337	0.145398	-0.018852	0.007306	-0.014925	0.027127	0.999521	-0.350425	-0.936373	0.020181	0.936472	-0.349956	0.023481
33615	9.872091	0.876040	-0.292728	0.134435	-0.024872	-0.000264	-0.014610	0.027002	0.999529	-0.349133	-0.936855	0.020206	0.936959	-0.348673	0.023115
33616	9.883219	1.005670	-0.276936	0.094784	-0.035721	-0.009475	-0.014198	0.026902	0.999537	-0.348208	-0.937198	0.020278	0.937310	-0.347759	0.022674
33617	9.907964	1.055057	-0.281862	0.025209	-0.039639	-0.010810	-0.013712	0.026831	0.999546	-0.347938	-0.937296	0.020387	0.937417	-0.347501	0.022188
33618	9.974449	0.972982	-0.261594	-0.048094	-0.036105	-0.008721	-0.013299	0.026723	0.999554	-0.348352	-0.937141	0.020420	0.937269	-0.347926	0.021772
33619	9.868170	0.819351	-0.305756	-0.117508	-0.021173	-0.007502	-0.012997	0.026679	0.999560	-0.349416	-0.936744	0.020459	0.936878	-0.348996	0.021497
33620	9.825888	0.522212	-0.379556	-0.162262	-0.031705	-0.006377	-0.012634	0.026563	0.999567	-0.350899	-0.936190	0.020444	0.936328	-0.350489	0.021149
33621	9.827938	0.265764	-0.181226	-0.186229	-0.020438	0.006637	-0.012387	0.026394	0.999575	-0.352604	-0.935552	0.020334	0.935691	-0.352202	0.020896
33622	9.804034	0.008188	-0.058915	-0.200326	-0.000363	0.014121	-0.012390	0.026196	0.999580	-0.354439	-0.934863	0.020107	0.934997	-0.354041	0.020868
33623	9.806584	-0.252173	0.085798	-0.180775	0.006343	0.028599	-0.012471	0.025909	0.999587	-0.356086	-0.934244	0.019773	0.934370	-0.355692	0.020877
33624	9.792524	-0.221993	0.348429	-0.112655	0.020697	0.019580	-0.012691	0.025735	0.999588	-0.357098	-0.933863	0.019510	0.933981	-0.356704	0.021041
33625	9.810357	-0.023651	0.556693	-0.048130	0.025349	0.009275	-0.012882	0.025696	0.999587	-0.357508	-0.933708	0.019395	0.933821	-0.357111	0.021215
33626	9.761218	0.099851	0.787570	-0.034462	0.033185	-0.006115	-0.013126	0.025807	0.999581	-0.357793	-0.933599	0.019405	0.933708	-0.357389	0.021488
33627	9.705823	0.104922	0.965557	-0.045057	0.044560	-0.021881	-0.013383	0.026131	0.999569	-0.358182	-0.933446	0.019607	0.933556	-0.357765	0.021852
33628	9.728046	0.045939	1.047097	-0.054681	0.047591	-0.023780	-0.013698	0.026459	0.999556	-0.358658	-0.933259	0.019789	0.933368	-0.358228	0.022274
33629	9.682299	-0.040155	1.074520	-0.058509	0.067061	-0.012983	-0.014200	0.026782	0.999540	-0.359173	-0.933059	0.019898	0.933163	-0.358725	0.022868
33630	9.559415	-0.013302	0.959151	-0.024312	0.062190	-0.012862	-0.014690	0.027060	0.999526	-0.359364	-0.932984	0.019977	0.933082	-0.358900	0.023430
33631	9.690944	0.030358	0.943417	0.006368	0.037406	-0.008918	-0.014932	0.027243	0.999517	-0.359272	-0.933017	0.020063	0.933114	-0.358799	0.023719
33632	9.807546	0.094245	0.784866	0.029470	0.047856	-0.008497	-0.015304	0.027429	0.999507	-0.358960	-0.933136	0.020111	0.933227	-0.358476	0.024127
33633	9.813816	0.153451	0.516440	0.069229	0.050782	-0.003463	-0.015690	0.027600	0.999496	-0.358282	-0.933396	0.020151	0.933482	-0.357785	0.024533
33634	9.722086	0.016765	0.138199	0.080572	0.039018	0.006677	-0.016034	0.027613	0.999490	-0.357491	-0.933701	0.020060	0.933779	-0.356987	0.024842
33635	9.626225	-0.021172	-0.176921	0.139003	0.014007	0.018933	-0.016159	0.027452	0.999493	-0.356157	-0.934214	0.019901	0.934286	-0.355655	0.024873
33636	9.808452	0.324472	-0.374198	0.224556	-0.014615	0.019885	-0.016049	0.027150	0.999503	-0.354018	-0.935031	0.019714	0.935101	-0.353525	0.024618
33637	9.848859	0.718313	-0.456950	0.258070	-0.015973	0.010291	-0.015870	0.026954	0.999511	-0.351558	-0.935960	0.019658	0.936031	-0.351074	0.024330
33638	9.865028	1.015012	-0.464961	0.229098	-0.030871	0.004481	-0.015552	0.026740	0.999521	-0.349375	-0.936778	0.019625	0.936854	-0.348902	0.023911
33639	9.864587	1.126108	-0.329589	0.141242	-0.028798	-0.004759	-0.015192	0.026644	0.999530	-0.348013	-0.937283	0.019695	0.937367	-0.347550	0.023512
33640	9.999580	1.021607	-0.175956	0.030275	-0.006158	-0.004311	-0.015075	0.026599	0.999533	-0.347692	-0.937402	0.019702	0.937488	-0.347233	0.023380
33641	9.905255	0.789107	-0.074032	-0.058543	0.022788	-0.002671	-0.015205	0.026665	0.999529	-0.348203	-0.937212	0.019705	0.937296	-0.347740	0.023535
33642	9.807692	0.496741	0.030895	-0.112631	0.030393	-0.002214	-0.015438	0.026727	0.999524	-0.349221	-0.936834	0.019657	0.936913	-0.348752	0.023796
33643	9.752052	0.231323	0.113659	-0.138317	0.022658	0.001279	-0.015581	0.026761	0.999520	-0.350476	-0.936366	0.019607	0.936442	-0.350003	0.023969
33644	9.866010	0.087530	0.349406	-0.129607	0.033018	0.010435	-0.015883	0.026715	0.999517	-0.351650	-0.935930	0.019428	0.935997	-0.351172	0.024260
33645	9.872011	0.046116	0.397728	-0.082343	0.047807	0.015458	-0.016307	0.026701	0.999510	-0.352382	-0.935658	0.019246	0.935714	-0.351895	0.024667
33646	9.847280	0.155128	0.356955	-0.037891	0.043244	0.013152	-0.016714	0.026666	0.999505	-0.352696	-0.935544	0.019062	0.935589	-0.352203	0.025042
33647	9.723189	0.230002	0.270507	0.001455	0.028804	0.002567	-0.016913	0.026715	0.999500	-0.352650	-0.935561	0.019038	0.935602	-0.352152	0.025244
33648	9.656825	0.361833	0.116179	0.041673	-0.006381	-0.003179	-0.016798	0.026658	0.999503	-0.352223	-0.935722	0.019037	0.935765	-0.351728	0.025107
33649	9.724604	0.437402	0.037551	0.060615	-0.036764	-0.001065	-0.016373	0.026501	0.999515	-0.351621	-0.935948	0.019056	0.935999	-0.351139	0.024643
33650	9.795957	0.412795	-0.052735	0.063048	-0.044932	-0.004056	-0.015894	0.026318	0.999527	-0.350994	-0.936184	0.019068	0.936243	-0.350525	0.024117
33651	9.798423	0.473697	-0.003693	0.058804	-0.047864	-0.006303	-0.015346	0.026160	0.999540	-0.350406	-0.936402	0.019128	0.936472	-0.349951	0.023536
33652	9.822624	0.523793	0.045724	0.041998	-0.045808	-0.010057	-0.014837	0.026029	0.999551	-0.349977	-0.936562	0.019194	0.936641	-0.349535	0.023006
33653	9.827313	0.534660	0.062892	0.012704	-0.044781	-0.007051	-0.014312	0.025912	0.999562	-0.349828	-0.936616	0.019271	0.936705	-0.349399	0.022469
33654	9.845083	0.465548	0.114792	-0.007884	-0.034350	-0.013035	-0.013900	0.025849	0.999569	-0.349866	-0.936600	0.019356	0.936697	-0.349446	0.022062
