// General information: 
//  MT Manager version: 2022.2.0 
//  XDA version: 2022.2.0 build 7381 rev 124627 built on 2023-07-19
// Device information: 
//  DeviceId: 00B4CAF0
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.6.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]
64754	4.611137	0.046304	9.133265	-0.002995	0.011836	0.001398	0.700195	0.552716	0.451920	-0.619821	0.784743	0.000565	-0.354329	-0.280506	0.892058
64755	4.610315	0.062390	9.185870	-0.002244	0.011654	0.002788	0.700213	0.552740	0.451862	-0.619812	0.784750	0.000526	-0.354308	-0.280438	0.892087
64756	4.618732	0.083659	9.179621	0.001424	0.012388	0.002465	0.700194	0.552771	0.451855	-0.619854	0.784717	0.000552	-0.354273	-0.280471	0.892091
64757	4.588086	0.067070	9.174021	0.001465	0.008790	0.004362	0.700192	0.552799	0.451823	-0.619869	0.784705	0.000539	-0.354250	-0.280448	0.892108
64758	4.607515	0.062118	9.187276	0.001111	0.007082	0.004616	0.700266	0.552705	0.451825	-0.619758	0.784793	0.000524	-0.354299	-0.280389	0.892107
64759	4.596082	0.088342	9.167985	0.001820	0.010497	0.004109	0.700272	0.552736	0.451777	-0.619773	0.784781	0.000515	-0.354261	-0.280360	0.892131
64760	4.635382	0.078763	9.194278	0.004737	0.011412	0.002397	0.700356	0.552692	0.451700	-0.619711	0.784830	0.000552	-0.354203	-0.280310	0.892170
64761	4.614901	0.051642	9.168986	0.000755	0.005373	0.004869	0.700340	0.552714	0.451698	-0.619727	0.784817	0.000530	-0.354208	-0.280301	0.892171
64762	4.613862	0.083826	9.182068	0.004557	0.007780	0.000784	0.700453	0.552606	0.451654	-0.619604	0.784914	0.000565	-0.354198	-0.280242	0.892193
64763	4.613140	0.084135	9.182428	0.004027	0.007995	0.002904	0.700458	0.552621	0.451629	-0.619618	0.784903	0.000581	-0.354164	-0.280245	0.892206
