// General information: 
//  MT Manager version: 2022.2.0 
//  XDA version: 2022.2.0 build 7381 rev 124627 built on 2023-07-19
// Device information: 
//  DeviceId: 00B4CAF0
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.6.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]
57071	5.455620	-1.508449	8.535713	-0.006434	0.002766	0.007467	0.587268	0.616001	0.525032	-0.647049	0.747004	-0.152685	-0.486256	-0.250054	0.837274
57072	5.434836	-1.559855	8.533902	-0.004807	0.001309	0.005979	0.587264	0.615971	0.525072	-0.646973	0.747051	-0.152775	-0.486361	-0.249988	0.837233
57073	5.409875	-1.537767	8.508299	-0.001787	-0.000119	0.009114	0.587194	0.616028	0.525083	-0.647004	0.747009	-0.152855	-0.486404	-0.249975	0.837212
57074	5.458303	-1.534576	8.511150	-0.001759	0.001427	0.006068	0.587236	0.615975	0.525100	-0.646911	0.747078	-0.152908	-0.486478	-0.249899	0.837191
57075	5.432449	-1.537184	8.534123	-0.000175	-0.000040	0.006105	0.587186	0.616009	0.525114	-0.646931	0.747050	-0.152959	-0.486511	-0.249897	0.837173
57076	5.456608	-1.535680	8.535569	-0.001715	0.001437	0.004541	0.587161	0.616015	0.525136	-0.646936	0.747042	-0.152976	-0.486534	-0.249907	0.837156
57077	5.431748	-1.513325	8.509954	-0.001640	-0.001624	0.006054	0.587105	0.616045	0.525164	-0.646949	0.747018	-0.153039	-0.486586	-0.249904	0.837127
57078	5.456458	-1.536481	8.535520	-0.000191	0.001495	0.004586	0.587007	0.616061	0.525253	-0.646988	0.746979	-0.153065	-0.486650	-0.249982	0.837067
57079	5.457665	-1.536193	8.511268	0.004426	0.001681	0.003193	0.586985	0.616079	0.525258	-0.647014	0.746957	-0.153062	-0.486643	-0.250004	0.837064
57080	5.429443	-1.489498	8.510341	-0.000219	-0.000050	0.007632	0.587013	0.616052	0.525258	-0.646990	0.746982	-0.153044	-0.486641	-0.249998	0.837067
57081	5.429706	-1.514508	8.534580	-0.000249	0.003021	0.004592	0.586988	0.616083	0.525250	-0.647001	0.746963	-0.153087	-0.486657	-0.249977	0.837065
57082	5.455640	-1.537271	8.535901	-0.001671	0.001447	0.003015	0.586906	0.616085	0.525338	-0.647020	0.746941	-0.153118	-0.486730	-0.250038	0.837003
57083	5.454835	-1.512884	8.511900	0.001172	0.004595	0.006170	0.586879	0.616131	0.525314	-0.647047	0.746909	-0.153157	-0.486727	-0.250018	0.837011
57084	5.431799	-1.539331	8.510615	0.001054	0.007645	0.006183	0.586874	0.616120	0.525332	-0.647010	0.746930	-0.153209	-0.486782	-0.249981	0.836990
57085	5.431476	-1.564024	8.535279	0.004132	0.009307	0.003226	0.586889	0.616157	0.525274	-0.647034	0.746910	-0.153208	-0.486732	-0.249954	0.837027
57086	5.428782	-1.539569	8.536027	0.005582	0.007810	0.007843	0.586942	0.616134	0.525241	-0.647002	0.746941	-0.153193	-0.486712	-0.249917	0.837050
57087	5.455675	-1.561722	8.513324	0.002681	0.006188	0.004694	0.586932	0.616173	0.525206	-0.647027	0.746915	-0.153212	-0.486690	-0.249898	0.837069
57088	5.425460	-1.515333	8.537133	0.002475	0.009219	0.007760	0.586983	0.616151	0.525176	-0.646980	0.746953	-0.153225	-0.486691	-0.249838	0.837086
57089	5.429355	-1.539061	8.488699	0.004191	0.007782	0.003219	0.586990	0.616183	0.525130	-0.647004	0.746932	-0.153223	-0.486650	-0.249821	0.837115
57090	5.423802	-1.515041	8.538239	0.007122	0.010949	0.003322	0.587133	0.616113	0.525052	-0.646921	0.747017	-0.153161	-0.486587	-0.249741	0.837175
57091	5.422809	-1.514720	8.538926	0.005553	0.010881	0.004803	0.587145	0.616165	0.524978	-0.646962	0.746983	-0.153157	-0.486519	-0.249715	0.837222
57092	5.423764	-1.539057	8.539308	-0.000440	0.009133	0.003090	0.587190	0.616137	0.524959	-0.646899	0.747030	-0.153192	-0.486548	-0.249643	0.837227
57093	5.450133	-1.536639	8.492498	0.004146	0.007772	0.004746	0.587188	0.616181	0.524911	-0.646932	0.747000	-0.153199	-0.486507	-0.249625	0.837256
57094	5.470583	-1.535256	8.543351	0.005437	0.013932	0.004816	0.587243	0.616161	0.524872	-0.646884	0.747039	-0.153215	-0.486504	-0.249557	0.837278
57095	5.419001	-1.513962	8.541478	0.013308	0.011199	0.000451	0.587285	0.616181	0.524802	-0.646936	0.747012	-0.153122	-0.486384	-0.249586	0.837339
57096	5.416013	-1.489069	8.542480	0.003867	0.013865	0.006296	0.587395	0.616154	0.524710	-0.646866	0.747072	-0.153124	-0.486345	-0.249473	0.837396
57097	5.415435	-1.513670	8.567304	0.004146	0.007772	0.004746	0.587393	0.616197	0.524662	-0.646899	0.747043	-0.153131	-0.486304	-0.249456	0.837425
57098	5.388517	-1.491293	8.566494	0.001008	0.007638	0.007707	0.587355	0.616228	0.524668	-0.646920	0.747017	-0.153165	-0.486321	-0.249456	0.837415
57099	5.414046	-1.514240	8.568081	-0.001924	0.004471	0.007604	0.587319	0.616284	0.524644	-0.646940	0.746985	-0.153238	-0.486339	-0.249413	0.837417
57100	5.417019	-1.538872	8.543622	-0.000315	-0.000066	0.010684	0.587390	0.616221	0.524637	-0.646831	0.747070	-0.153284	-0.486397	-0.249313	0.837413
57101	5.367845	-1.518581	8.516504	-0.001840	-0.000124	0.010638	0.587312	0.616289	0.524646	-0.646869	0.747019	-0.153372	-0.486442	-0.249300	0.837391
57102	5.395588	-1.614784	8.590138	0.020008	-0.011511	0.009703	0.587168	0.616289	0.524806	-0.647002	0.746929	-0.153249	-0.486439	-0.249567	0.837313
57103	5.457678	-1.463326	8.595429	-0.010997	0.001067	0.008845	0.587107	0.616346	0.524808	-0.646984	0.746913	-0.153404	-0.486536	-0.249478	0.837284
57104	5.499922	-1.581699	8.449632	0.015248	-0.005574	0.008063	0.587065	0.616315	0.524891	-0.647036	0.746889	-0.153302	-0.486518	-0.249625	0.837250
57105	5.388377	-1.493338	8.566226	-0.007820	-0.003403	0.010445	0.586972	0.616372	0.524928	-0.647043	0.746855	-0.153438	-0.486620	-0.249587	0.837202
57106	5.399871	-1.565326	8.468026	0.018206	-0.005479	0.011206	0.586901	0.616360	0.525021	-0.647135	0.746800	-0.153315	-0.486583	-0.249779	0.837166
57107	5.511566	-1.483952	8.548957	-0.003375	0.001356	0.009073	0.586840	0.616419	0.525021	-0.647156	0.746763	-0.153408	-0.486629	-0.249745	0.837150
57108	5.480861	-1.631976	8.423353	0.018040	0.003709	0.005136	0.586819	0.616416	0.525047	-0.647212	0.746732	-0.153321	-0.486579	-0.249845	0.837149
57109	5.438037	-1.512963	8.569635	0.008607	0.010994	0.004891	0.586832	0.616467	0.524972	-0.647267	0.746691	-0.153291	-0.486491	-0.249841	0.837201
57110	5.443685	-1.560093	8.521295	0.020915	0.008400	0.005244	0.586853	0.616470	0.524946	-0.647371	0.746640	-0.153099	-0.486327	-0.249988	0.837253
57111	5.437152	-1.486104	8.522638	0.007013	0.013997	0.003329	0.586891	0.616517	0.524848	-0.647409	0.746612	-0.153074	-0.486231	-0.249953	0.837319
57112	5.434890	-1.510182	8.572122	0.017694	0.012862	0.005170	0.586931	0.616512	0.524810	-0.647453	0.746597	-0.152961	-0.486124	-0.250012	0.837364
57113	5.438565	-1.533207	8.524022	0.008574	0.009452	0.007937	0.586917	0.616582	0.524743	-0.647525	0.746537	-0.152947	-0.486045	-0.250017	0.837408
57114	5.432513	-1.484300	8.549402	0.013146	0.009623	0.008075	0.586966	0.616578	0.524692	-0.647551	0.746533	-0.152861	-0.485951	-0.250041	0.837456
57115	5.363995	-1.537630	8.520865	0.008791	0.004884	0.006396	0.586940	0.616626	0.524666	-0.647615	0.746482	-0.152837	-0.485897	-0.250076	0.837476
57116	5.455995	-1.505930	8.576046	0.014900	0.003578	0.008101	0.587010	0.616562	0.524662	-0.647559	0.746540	-0.152792	-0.485887	-0.250059	0.837487
57117	5.388434	-1.509999	8.474515	0.002649	0.004649	0.007738	0.586974	0.616619	0.524636	-0.647601	0.746496	-0.152827	-0.485875	-0.250049	0.837497
57118	5.430825	-1.507356	8.575195	0.008860	0.001825	0.007912	0.586947	0.616602	0.524686	-0.647599	0.746498	-0.152826	-0.485910	-0.250085	0.837466
57119	5.407348	-1.483992	8.525357	0.007382	0.001776	0.006340	0.586906	0.616640	0.524687	-0.647655	0.746452	-0.152814	-0.485885	-0.250129	0.837468
57120	5.454320	-1.480704	8.552768	-0.000228	-0.000041	0.007631	0.586790	0.616676	0.524774	-0.647689	0.746407	-0.152892	-0.485980	-0.250175	0.837398
57121	5.462801	-1.553266	8.503505	0.006176	-0.004366	0.003222	0.586739	0.616676	0.524831	-0.647721	0.746383	-0.152874	-0.485998	-0.250247	0.837366
57122	5.431517	-1.482322	8.526888	-0.001832	0.004496	0.004547	0.586778	0.616641	0.524829	-0.647670	0.746425	-0.152884	-0.486020	-0.250207	0.837366
57123	5.446735	-1.652333	8.477364	0.007279	0.003293	0.007871	0.586735	0.616694	0.524815	-0.647734	0.746370	-0.152880	-0.485986	-0.250240	0.837375
